timestamp,run_id,build_id,build_name,build_backend,mode,label,model,is_mtp_model,tasks,task_ids,runs,ctx,batch,ubatch,kv_k,kv_v,spec_mode,extra_preset,extra_args,no_reuse,gpu_layers,parallel,flash_attn,max_tokens,real_context_mode,real_context_chars,real_context_safe_fill,no_v2_prime_pass,temperature,top_p,aggregate_tps,mean_task_tps,prompt_eval_tps,decode_eval_tps,prompt_eval_ms,decode_eval_ms,errors,metric_scope,lane_key,best_config,jsonl_file,csv_file,summary_file,server_log_file,is_group_best
2026-08-28 13:39:53,run-e71fd8e76e,572cdc0f7,,vk,autotune,stock-vk-r3,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,11.6,,1170,30.01,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,stock-vk-r3.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\stock-vk-r3,,
2026-08-28 14:06:09,run-9b86b14b42,572cdc0f7,,vk,autotune,vk-d136-trace,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,12.81,,1451,28.22,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,vk-d136-trace.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\vk-d136-trace,,
2026-08-28 14:08:26,run-545f18123c,572cdc0f7,,vk,autotune,vk-d136-trace-decode,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,12.74,,1451,27.89,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,vk-d136-trace-decode.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\vk-d136-trace-decode,,
2026-08-28 14:11:04,run-c383d79437,572cdc0f7,,vk,autotune,vk-d136-trace-n4,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,12.82,,1450,28.31,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,vk-d136-trace-n4.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\vk-d136-trace-n4,,
2026-08-28 14:13:20,run-e6b14824ef,572cdc0f7,,vk,autotune,vk-d136-trace-all,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,12.73,,1445,27.95,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,vk-d136-trace-all.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\vk-d136-trace-all,,
2026-08-28 14:15:35,run-5e0bf0b1a1,572cdc0f7,,vk,autotune,vk-d136-trace-200,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,12.73,,1442,28.02,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,vk-d136-trace-200.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\vk-d136-trace-200,,
2026-08-28 15:25:32,run-d01ae47735,572cdc0f7,,vk,autotune,vk-perf-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,8.776,,925,21.25,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,vk-perf-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\vk-perf-fork-l0,,
2026-08-28 15:37:56,run-77f66c3a2b,572cdc0f7,,vk,autotune,vk-perf-stock-l0b,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,7.156,,654.4,22.12,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,vk-perf-stock-l0b.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\vk-perf-stock-l0b,,
2026-08-28 16:01:09,run-ce1ba1950d,572cdc0f7,,vk,autotune,vk-perf-prerpc-l0-r3,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,11.01,,1128,28.14,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,vk-perf-prerpc-l0-r3.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\vk-perf-prerpc-l0-r3,,
2026-08-28 16:09:36,run-587fc4fefa,572cdc0f7,,vk,autotune,diag-full-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,7.944,,941.9,16.77,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-full-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-full-fork-l0,,
2026-08-28 16:10:19,run-4bb8418f78,572cdc0f7,,vk,autotune,diag-full-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,6.707,,687.2,17.17,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-full-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-full-stock-l0,,
2026-08-28 16:14:27,run-8d2ef80c02,572cdc0f7,,vk,autotune,diag-split-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,12.54,,1422,27.92,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-split-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-split-fork-l0,,
2026-08-28 16:17:30,run-edfb2e4982,572cdc0f7,,vk,autotune,diag-copytrace-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,11.38,,1170,28.95,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-copytrace-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-copytrace-stock-l0,,
2026-08-28 16:19:11,run-b4e834a9ce,572cdc0f7,,vk,autotune,diag-conc-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,12.5,,1423,27.67,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-conc-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-conc-fork-l0,,
2026-08-28 16:19:49,run-4561139df4,572cdc0f7,,vk,autotune,diag-conc-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,11.57,,1183,29.73,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-conc-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-conc-stock-l0,,
2026-08-28 16:26:52,run-eb3e8b305e,572cdc0f7,,vk,autotune,diag-copytrace2-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,11.38,,1184,28.45,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-copytrace2-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-copytrace2-stock-l0,,
2026-08-28 16:29:27,run-91df69d324,572cdc0f7,,vk,autotune,diag-1gpu-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.853,,128.1,19.15,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-1gpu-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-1gpu-fork-l0,,
2026-08-28 16:30:01,run-68ca255334,572cdc0f7,,vk,autotune,diag-1gpu-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,8.822,,762.5,31.76,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-1gpu-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-1gpu-stock-l0,,
2026-08-28 16:31:15,run-0f9bf4ea95,572cdc0f7,,vk,autotune,diag-1gpu-perf-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.889,,133.1,16.54,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-1gpu-perf-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-1gpu-perf-fork-l0,,
2026-08-28 16:31:48,run-62f7ce662a,572cdc0f7,,vk,autotune,diag-1gpu-perf-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,8.087,,749.6,24.76,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-1gpu-perf-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-1gpu-perf-stock-l0,,
2026-08-28 16:58:17,run-f808a5c58c,572cdc0f7,,vk,autotune,diag-nofusion-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,8.773,,943.4,20.91,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-nofusion-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-nofusion-fork-l0,,
2026-08-28 17:32:48,run-e49d4b4c77,572cdc0f7,,vk,autotune,diag-1gpu-noop-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.806,,126.8,16.2,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-1gpu-noop-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-1gpu-noop-fork-l0,,
2026-08-28 17:33:54,run-3a263f393d,572cdc0f7,,vk,autotune,diag-1gpu-nofusion-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.809,,127.1,16.23,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-1gpu-nofusion-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-1gpu-nofusion-fork-l0,,
2026-08-28 17:46:28,run-5b3739c1ef,572cdc0f7,,vk,autotune,diag-shape-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.77,,126.1,14.31,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-shape-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-shape-fork-l0,,
2026-08-28 17:51:38,run-9cf801add5,572cdc0f7,,vk,autotune,diag-shape-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,6.436,,746.4,13.94,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-shape-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-shape-stock-l0,,
2026-08-28 18:04:06,run-ff2fe2d5d4,572cdc0f7,,vk,autotune,diag-pipe-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.653,,124.7,9.586,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-pipe-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-pipe-fork-l0,,
2026-08-28 18:05:05,run-8e8cfa1ac0,572cdc0f7,,vk,autotune,diag-pipe-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,5.279,,745.1,9.465,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-pipe-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-pipe-stock-l0,,
2026-08-28 18:17:35,run-92aaec4988,572cdc0f7,,vk,autotune,diag-submit-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.667,,125.8,9.671,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-submit-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-submit-fork-l0,,
2026-08-28 18:18:31,run-895eb0413a,572cdc0f7,,vk,autotune,diag-submit-stock-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,5.241,,745.1,9.342,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-submit-stock-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-submit-stock-l0,,
2026-08-28 18:25:34,run-060d268761,572cdc0f7,,vk,autotune,diag-shape2-fork-l0,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.628,,124.9,8.753,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-shape2-fork-l0.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-shape2-fork-l0,,
2026-08-28 19:28:09,run-bb6947f972,572cdc0f7,,vk,autotune,diag-abi-fork-l0-r1,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.857,,128.4,19.13,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-abi-fork-l0-r1.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-abi-fork-l0-r1,,
2026-08-28 19:36:25,run-8f10870417,572cdc0f7,,vk,autotune,diag-stock-adjacent-l0-r1,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,8.848,,766.3,31.69,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-stock-adjacent-l0-r1.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-stock-adjacent-l0-r1,,
2026-08-28 19:40:25,run-17fd470ad7,572cdc0f7,,vk,autotune,diag-fork-keep-pp-l0-r1,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.922,,133.3,19.24,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-fork-keep-pp-l0-r1.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-fork-keep-pp-l0-r1,,
2026-08-28 19:42:13,run-28e64ad242,572cdc0f7,,vk,autotune,diag-fork-no-tg-l0-r1,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,1.804,,134.1,11.28,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,diag-fork-no-tg-l0-r1.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\diag-fork-no-tg-l0-r1,,
2026-08-28 19:54:41,run-31d75847f9,572cdc0f7,,vk,autotune,fix-skip-mtp-fork-l0-r1,Qwen3.8-27B-Q4_K_M.gguf,1,single,,1,8192,,,,,mtp,,,,,,,,,,,,,,2.014,,133.9,32.92,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=mtp|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,fix-skip-mtp-fork-l0-r1.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\fix-skip-mtp-fork-l0-r1,,
2026-08-28 19:57:25,run-498f7d4493,572cdc0f7,,vk,autotune,validate-load-mtp-dual-l0-r1,Qwen3.8-27B-Q4_K_M.gguf,1,single,,1,8192,,,,,mtp,,,,,,,,,,,,,,10.33,,1606,17.25,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=mtp|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,validate-load-mtp-dual-l0-r1.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\validate-load-mtp-dual-l0-r1,,
2026-08-28 20:04:52,run-73d73d4552,572cdc0f7,,vk,autotune,fix-skip-mtp-fork-l0-r3,Qwen3.8-27B-Q4_K_M.gguf,1,single,,1,8192,,,,,mtp,,,,,,,,,,,,,,2.016,,134.1,32.95,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=mtp|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,fix-skip-mtp-fork-l0-r3.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\fix-skip-mtp-fork-l0-r3,,
2026-08-28 20:07:19,run-c0efd71b04,572cdc0f7,,vk,autotune,fix-stock-adjacent-l0-r3,Qwen3.8-27B-Q4_K_M.gguf,,single,,1,8192,,,,,none,,,,,,,,,,,,,,8.802,,760.6,31.7,,,0,autotune,vk|Qwen3.8-27B-Q4_K_M.gguf|ctx8192|b-/ub-|kv-/-|spec=none|reuse|tasks=single|max=-|ctxsrc=-|dev=auto|ts=auto,,fix-stock-adjacent-l0-r3.jsonl,,D:\GitHub\llama.cpp-with-GUI\build_logs\bench\fix-stock-adjacent-l0-r3,,
